Aal;tripsk;'tripsk;
Verknüpfung;jawsqîerrashem;;
verkohlen;jawskroktionell;;
verköstigen;jawshewmashell;;
Verköstigung;jawshewmashem;;
verkrampfen;jawsmialtionell;;
verkrusten;jawsweychell;;
verkümmern;jawssríjurtionell;;
verkünden;jawshîtrishell;;
verkürzen;jawskilshell;;
Verkürzung;jawskilshem;;
verlangen;jawsqelshell;;
verlängern;jawskîschrell;;
Verlängerung;jawskîschrem;;
verlangsamen;jawslenashell;;
verlassen;jawshoulashell;;
Verlauf;jawsdorchr;;
verlaufen;jawsdorchrell;;
verlegen;jawseschell;;
verleihen;jawspewell;;
Verleihung;jawspewem;;
verlernen;jawswíchrell;;
verletzen;fletchell;;
verletzt;fletchat;;
Verletzung;fletchem;;
verlieben;jawsqíell;;
verlieren;sprotchell;;
Verlierer;sprotchap;;
Verlies;prosch;;
verloben;jawsgantashell;;
Verlobte;jawsgantasher;;
Verlobung;jawsgantashem;;
verlockend;jawsnîerschellp;;
Verlockung;jawsnîerschem;;
Verlust;sprotch;;
vermachen;jawsenrell;;
Vermächtnis;jawsenrí;;
vermarkten;jawskrawtion;;
vermeiden;jawsliftionell;;
Vermeidung;jawsliftionem;;
Vermerk;jawspoktion;;
vermerken;jawspoktionell;;
Vermischung;jawstroklashem;;
vermissen;jawsloshell;;
Vermisste;jawslosher;;
vermitteln;jawspawstionell;;
Vermittlung;jawspawstionem;;
Vermögen;hîrolm;;
Vermögen;jawskl;;
vermögen;jawsklell;;
vermögend;hîrolmellp;;
vermuten;jawsrafashell;;
vermutlich;jawsrafasht;;
Vermutung;jawsrafashem;;
verneigen;jawskloichrell;;
Verneigung;jawskloichrem;;
verneinen;jawspu´chell;;
vernetzen;jawstroilell;;
Vernetzung;jawstroilem;;
vernichten;cpatchell;;
Vernichtung;cpatchem;;
veröffentlichen;jawsátenashell;;
Veröffentlichung;jawsátenashem;;
verordnen;jawsfîltionell;;
Verordnung;jawsfîltionem;;
Verpackung;jawsrîlashem;;
verpassen;jawscefchrell;;
verpesten;jawstruchell;;
verpetzen;jawsjekashell;;
verpflichten;jawskrapshell;jaws.'krap.shell;
Verpflichtung;jawskrapshem;jaws.'krap.shem;
verpfuschen;jawsrupashell;;
verpuffen;jawsvîlashell;;
Verpuffung;jawsvîlashem;;
Verrat;jawstraption;;
verraten;jawstraptionell;;
Verräter;jawstraptioner;;
verräterisch;jawstraptiont;;
verreisen;jawssurnashell;;
verriegeln;jawschiktionell;;
Verriegelung;jawschiktionem;;
verringern;wawnchrell;;
Verringerung;wawnchrem;;
verrotten;jawsdashroilell;;
verrückt;jawschroukat;;
versagen;jawsminchell;;
versalzen;jawstoistionell;;
versammeln;jawsjeylashell;;
Versammlung;jawsjeylashem;;
Versand;jawstrîerch;jaws.'trîerch;
versäumen;jawsnouroilell;;
verschärfen;jawskuschrell;;
Verschärfung;jawskuschrem;;
verscharren;jawsrároilell;;
verscheiden;jawstrolmell;jaws.'trol.mell;
verschenken;jawskolmeyxell;;
verscheuchen;jawsdrawkell;;
verschieben;jawscorell;;
Verschiebung;jawscorem;jaws.'co.rem;
verschieden;kelvn;'kelvn;
verschimmeln;jawsbratroilell;;
verschlechtern;jawsqalmantemell;;
Verschlechterung;jawsqalmantemem;;
Verschleiß;jawsriterrolm;;
verschleißen;jawsriterrolmell;;
verschließen;jawschulmell;;
verschlimmern;jawschîmashell;;
verschlingen;jawsdîfchrell;;
Verschluss;jawschulk;;
verschlüsseln;jawsnîbashell;;
Verschlüsselung;jawsnîbashem;;
verschmähen;jawsgischrell;;
verschmerzen;jawschkûlell;;
verschmutzen;jawsbíroilell;;
Verschmutzung;jawsbíroilem;;
verschonen;jawsshîpashell;;
verschränken;jawskleftionell;;
Verschränkung;jawskleftionem;;
verschrotten;jawsmelrutchell;;
Verschuldung;jawsroizerrashem;;
verschütten;jawsqîershell;;
verschweigen;jawszilorell;;
verschwenden;nautrishell;;
verschwenderisch;nautrisht;;
Verschwendung;nautrishem;;
verschwinden;jawscmawlell;;
Verschwörung;jawsdefchrem;;
verschwuchtelt;jawspumplat;;
Versehen;jawsprî;'jaws.prî;
versehen;jawsprîell;jaws'.prî.ell;
versenden;jawstrîerchell;jaws.'trîer.chell;
versenken;jawsskilrashell;;
versetzen;jawswinashell;;
Versetzung;jawswinashem;;
verseuchen;jawsdîlchrell;;
Verseuchung;jawsdîlchrem;;
versichern;jawsjorxell;;
Versicherung;jawsjorxem;;
versiegeln;jawstravatchell;;
versilbern;jawsinell;;
Version;vîlkash;;
versohlen;jawshawchell;;
versöhnen;jawstixell;;
Versöhnung;jawstixem;;
versorgen;jawsspektashell;;
verspäten;jawsdenell;;
verspätet;jawsdenat;;
Verspätung;jawsdenem;;
versperren;jawsshroilell;;
Versprechen;jawsrelk;;
versprochen;jawsrelkat;;
versprühen;jawspuntionell;;
Verstand;jawsonchr;;
verständigen;rukerrolmell;;
Verständigung;rukerrolmem;;
Verständnis;jawsonchrem;;
verstärken;jawstrúlell;;
Versteck;jawsclam;;
verstecken;jawsclamell;;
verstehen;jawsontionell;;
versteigern;jawsjolroilell;;
Versteigerung;jawsjolroilem;;
verstellen;jawspurchell;;
versteuern;jawscenonell;;
verstopfen;jawsreshell;;
Verstopfung;jawsreshem;;
verstoßen;jawsdrílpell;;
verstümmeln;jawsbabashell;;
Verstümmelung;jawsbabashem;;
Versuch;jawstrapash;;
versuchen;jawstrapashell;;
Versuchung;jawstrapashem;;
verteidigen;inproktionell;;
Verteidiger;inproktioner;;
Verteidigung;inproktionem;;
verteilen;jawsächrell;;
Verteiler;jawsächrk;;
Verteilung;jawsächrem;;
verteufeln;jawsknashell;;
vertonen;jawsbrulshell;;
Vertrag;jawswitch;jaws.'witch;
vertragen;jawswitchell;jaws.'wi.tchell;
Vertrauen;jawsgrok;;
vertrauen;jawsgrokell;;
vertreiben;jawsalashell;;
Vertreibung;jawsalashem;;
vertreten;jawsneyxell;;
Vertretung;jawsneyxem;;
Vertrieb;jawsalashroil;;
Vertriebene;jawsalashatek;;
Vertriebler;jawsalashroiler;;
vertrottelt;jawspnotchat;;
vertuschen;jawsboltionell;;
verunglücken;jawsnúemtoshell;;
verunstalten;jawskreyvenell;;
verursachen;jawsyinhewchrell;;
verurteilen;jawsprukchrell;;
Verurteilung;jawsprukchrem;;
verwalten;jawscefashell;;
Verwalter;jawscefasher;;
Verwaltung;jawscefashem;;
verwandeln;jawsfrulchell;;
Verwandlung;jawsfrulchem;;
verwandt;mopchrat;;
Verwandte;mopchrer;;
Verwandte;mopchres;;
Verwandtschaft;mopchr;;
verwechseln;jawsprítionell;;
verweigern;jawsrashonell;;
Verweigerung;jawsrashonem;;
verwendbar;jawsjerxfe^chtiont;;
Verwendbarkeit;jawsjerxfe^chtion;;
verwenden;jawsjerxell;;
Verwender;jawsjerxif;;
Verwendung;jawsjerxem;;
verwerten;jawsopchîmell;;
Verwertung;jawsopchîmem;;
verwesen;glotchell;;
Verwesung;glotchem;;
verwickeln;jawslumchell;;
verwirren;jawsshrelpell;;
Verwirrung;jawsshrelpem;;
verwischen;jawsvolchrell;;
verwöhnen;kîrashell;;
Verwöhnung;kîrashem;;
verwunden;jawspratchell;;
verwunderlich;jawspnalcht;;
verwünscht;jawsgalmat;;
verwüsten;jawsvoilashell;;
Verwüstung;jawsvoilashem;;
verzaubern;jawsdewchrell;;
verzehren;jawstanashell;;
verzeichnen;jawskrálell;jaws.'krá.lell;
Verzeichnis;jawskrálef;jaws.'krá.lef;
Verzeichnung;jawskrálem;jaws.'krá.lem;
verzeihen;aumell;;
verzerren;jawsrétashell;;
Verzerrung;jawsrétashem;;
Verzicht;noiblash;;
verzichten;noiblashell;;
verzieren;jawsqalshell;;
Verzierung;jawsqalshem;;
verzinsen;jawslepchrell;;
Verzinsung;jawslepchrem;;
verzocken;jawsflikchrell;;
verzögern;jawsrudlonell;;
Verzögerung;jawsrudlonem;;
verzweifeln;jawslewnell;;
Verzweiflung;jawslewnem;;
verzweigen;jawssustionell;;
Verzweigung;jawssustionem;;
Veteran;vilrek;'vil.rek;
Video;fop;;
Videospiel;fopfeych;;
viel;ebt;;
vielerorts;ebtlílct;;
Vielfalt;ebtyash;;
vielfältig;ebtyasht;;
vielleicht;lemp;;
vielseitig;ebttewt;;
vier;dîl;;
vierbeinig;dîldrúnt;;
Viertel;dîling;;
Viertelfinale;dîlingwesch;;
vierteln;dîlingell;;
vierzehn;édîl;;
vierzig;dîler;;
Villa;meylon;;
violett;drensp;;
Virus;troilchr;;
Visier;rixch;;
visieren;rixchell;;
Vision;volron;;
Vitamin;criltion;;
Vogel;brilsk;;
Vogelscheuche;brilsdrawk;;
Volk;jumash;;
völkisch;jumasht;;
Volkskrankheit;jumashcploichr;;
voll;bít;;
Vollbremsung;bítcháprashem;;
vollbusig;bíttrift;;
voller;bítil;;
Vollgas;bítturok;;
Vollidiot;bítgúlek;;
völlig;bítiult;'bí.tiult;
vollkommen;bítblent;;
Vollkommenheit;bítblen;;
vollständig;bítonchrrasht;;
Volltreffer;bítinterroil;;
Volltrottel;bítpnotchap;;
vollziehen;bítwunashell;;
Vollzug;bítwunchr;;
vom;ilb;;
von;il;;
vor;tat;;
vorab;tatqä;'tat.qä;
vorbei;tatstrill;;
vorbereiten;tatkalchrell;;
Vorbereitung;tatkalchrem;;
Vorbild;tatkûnash;;
Vordergrund;tatchäunalmash;;
Vorfall;tatplîx;;
vorfallen;tatplîxell;;
Vorgang;tatorschr;;
Vorgänger;tatorschre;;
vorgehen;tatorstionell;;
Vorgehensweise;tatorstionrél;;
Vorgeschichte;tatmenc;;
Vorgeschmack;tatlond;;
vorhanden;bialerrasht;;
Vorhandensein;bialerrash;;
Vorhang;tateftachr;;
vorher;tatloud;;
Vorhersage;tatloudminch;'tat.loud.minch;
vorhersehbar;tatloudprîfe^chtiont;;
Vorhersehbarkeit;tatloudprîfe^chtion;;
vorhersehen;tatloudprîell;;
Vorhut;tatzoil;;
vorig;tatkît;'tat.kît;
Vorlage;tatestion;;
vorläufig;tatdorchrt;;
vorlegen;tateschell;;
Vormittag;tattrínelk;;
vorn;tatch;'tatch;
vorne;tatch;'tatch;
vorpreschen;tatconchell;;
Vorrang;tatmelsh;;
Vorrat;mould;;
vorrätig;mouldat;;
Vorschau;tatgreyx;;
Vorschlag;tatprotm;;
vorschlagen;tatprotmell;;
vorschreiben;tatchinvell;;
Vorschrift;tatsimash;;
Vorsehung;tatprîem;;
Vorsicht;tatprau;;
vorsichtig;tatpraut;;
Vorsorge;tatspektash;;
vorsorgen;tatspektashell;;
Vorsorgeuntersuchung;tatspektashnoktrapashem;;
vorsorglich;tatspektasht;;
Vorspeise;tatjenash;tat.je.nash;
Vorspiel;tatfeych;;
vorspielen;tatfeychell;;
Vorsprung;tatdinchrem;;
vorspulen;tatcikashell;;
vorstellbar;tatpurchfe^chtiont;;
vorstellen;tatpurchell;;
Vorstellung;tatpurchem;;
Vorstoß;tatdrílp;;
vorstoßen;tatdrílpell;;
Vorstrafe;tatfluktion;;
Vorteil;tatächr;;
vorteilhaft;tatächrfrált;;
vorüber;tatnop;;
vorübergehend;tatnoporstionellp;;
vorwärts;tatset;;
vorweg;tatlím;;
vorwerfen;tatoutionell;;
Vorwurf;tatoution;;
vorziehen;tatwunashell;;
Vorzug;tatwunchr;;
Vulkan;sîlch;;
Waage;nilchr;;
wach;cûlt;cûlt;
Wache;cûlp;;
wachen;cûlell;;
Wachposten;cûlkruptionot;;
Wachs;grovem;;
wachsam;cûltiont;cûl.tiont;
Wachsamkeit;cûltion;cûl.tion;
wachsen;grovemell;;
wachsen;hîspashell;;
Wachstum;hîspash;;
Wächter;cûllok;;
wackeln;rouftionell;;
Wade;frop;;
Waffe;murtroil;;
Waffel;kelhurk;;
Waffenschein;murtroilbelmash;;
Wagen;fintion;;
wagen;oftionell;;
Wagnis;oftion;;
Wahl;jeyxír;;
wählbar;jeyxfe^chtiont;;
Wahlbenachrichtigung;jeyxírsonntoipashem;;
wählen;jeyxell;;
Wähler;jeyxer;;
Wählton;jeyxbrulsh;;
Wahn;hûlash;;
wähnen;blúrell;;
Wahnsinn;hûlash;;
wahnsinnig;hûlasht;;
Wahnvorstellung;hûlashtatpurchem;;
wahr;tukasht;;
wahren;múchrell;;
währen;orchrell;;
während;orchrellp;;
wahrhaben;tukashtkrell;;
Wahrheit;tukash;;
wahrheitsliebend;tukashqíellp;;
wahrscheinlich;krícht;;
Wahrscheinlichkeit;krích;;
Wal;gûlbashsk;;
Wald;trîk;;
walten;cefashell;;
Walze;combash;;
wälzen;combashell;;
Wand;roish;;
wandeln;frulchell;;
wandern;nortionell;;
wandernd;nortionellp;;
Wanderung;nortionem;;
Wandlung;frulchem;;
wanken;ílialshell;;
wann;qef;;
Wanne;zeljî;'zel.jî;
Wappen;sishroil;;
Ware;tauron;;
warm;chawdretcht;;
Wärme;chawdretch;;
Wärmflasche;chawdretchundef;;
warmherzig;chawdretchtsorsht;;
Warmherzigkeit;chawdretchtsorshkoul;;
warnen;shulashell;;
Warnung;shulashem;;
warten;köperrashell;;
warten;trevashell;;
Wartezeit;trevashlouk;;
Wartung;köperrashem;;
warum;qendoup;;
Warze;qush;;
was;qil;;
Waschbecken;murchrvejok;;
Wäsche;murtion;;
waschen;murchrell;;
Waschmaschine;murchrblurch;;
Wasser;rurch;;
Wasserfall;rurchplîx;;
Wasserhahn;rurcheskrit;;
Wasserkocher;rurchflanashrol;;
Wasserrutsche;rurchklawkchr;;
Watt;prilî;;
weben;kripshell;;
Weber;kripsher;;
wechseln;prítionell;;
Weck;tígopterrop;;
Weckdienst;dotchrialchr;;
wecken;dotchell;;
Wecker;dotchrol;;
Weckzeit;dotchlouk;;
wedeln;binchrell;;
weder;houl;;
weg;lím;;
Weg;prurk;;
wegen;blíl;;
weggehen;límorstionell;;
weglassen;límhoulashell;;
wegnehmen;límkrenchell;;
weh;kolpt;;
Wehe;kolption;;
wehen;kompashell;;
wehleidig;kolptgîmront;;
wehren;rîrashell;;
weich;tromchrt;;
weichen;cashell;;
weiden;galchell;;
weigern;rashonell;;
Weigerung;rashonem;;
weihen;tawtashell;;
Weihnachten;tawtion;'taw.tion;
Weihnachtsmann;tawtioneyler;;
Weihnachtsmarkt;tawtionkrawtion;;
Weihung;tawtashem;;
weil;prex;;
Wein;bilsh;;
weinen;oilínell;;
Weise;rél;;
weisen;ókoshell;;
Weiß;trelsp;;
Weiße;trelem;;
weißen;trelell;;
Weißwein;trelspbilsh;;
weit;érasht;;
Weite;érash;;
weiter;elk;;
Weitergabe;elkinchrír;;
weitergeben;elkinchrell;;
weiterhin;elklod;;
Weitsprung;érashäudinchrem;;
Weitung;érashem;'é.ra.shem;
welche;qadbey;;
welcher;qadbey;;
welches;qadbey;;
Welle;chîerch;;
Wellness;rip;;
Welt;surtion;;
Weltmeister;surtionroltioner;;
Weltrangliste;surtionmelshstroil;;
Weltraum;surtiondewl;;
weltweit;surtionérasht;;
wem;qeytem;;
wen;qeytef;;
Wende;jerxup;;
wenden;jerxell;;
wendig;helasht;;
Wendigkeit;helash;;
Wendung;jerxem;;
wenig;íbt;;
weniger;íbtem;;
wenigsten;íbtes;;
wenigstens;íbtest;;
wenn;oul;;
wer;qäm;;
werben;ríshell;;
Werbung;ríshem;;
werden;chäblell;;
werfen;outionell;;
Werk;krílon;;
werken;krílonell;;
Werkstatt;krílonmauk;;
Wert;opchîm;;
werten;opchîmell;;
wertig;chîmt;;
Wertigkeit;chîm;;
wertlos;opchîmlept;;
Wertung;opchîmem;;
wertvoll;opchîmbít;;
Wesen;roblosh;;
wesentlich;roblosht;;
weshalb;qendoup;;
Wespe;fîsk;;
wessen;qilp;;
Weste;ridif;'ri.dif;
Westen;víqeschr;;
westlich;víqeschrt;;
weswegen;qendoup;;
Wette;ifpoush;;
wetten;ifpoushell;;
Wetter;îhatch;;
Wettkampf;doumash;;
wetzen;krónótershell;kró.'nó.ter.shell;
wichsen;nuklell;;
Wichser;nuklap;;
wichtig;loilt;;
Wichtige;loilt;;
Wichtigkeit;loil;;
wickeln;lumchell;;
widerlich;textiont;;
Widerlichkeit;textion;;
Widerruf;texkeyp;;
widerrufen;texkeypell;;
Widerstand;texonchr;;
widerstehen;texontionell;;
widmen;rírultionell;;
Widmung;rírultionem;;
wie;qouk;;
wieder;shup;;
Wiedergeburt;shuprelx;;
Wiederholung;shuptoichrem;;
Wiederkehr;shupbliash;;
Wiedersehen;shupprî;;
wiegen;nilchrell;;
wiehern;gulshell;;
Wiese;aulik;;
Wiesel;rauperrilsk;;
wieso;qendoup;;
wieviel;qoukebt;;
wievielte;qoukebttiont;;
wild;mastasht;;
Wille;hrí;;
Willenskraft;hríspîn;;
willig;hrít;;
willkommen;îlblent;;
wimmeln;kawntionell;;
Wimper;dop;;
Wind;älox;;
Winde;blároilk;'blá.roilk;
Windel;náp;;
winden;blároilell;;
windig;äloxt;;
Windrad;äloxrechr;;
Windung;blároilem;;
Wink;shription;;
Winkel;kloktion;;
winken;shriptionell;;
Winter;skilm;;
winterlich;skilmt;;
Wippe;kríciktion;;
wippen;kríciktionell;;
wir;vîl;;
Wirbel;testash;;
wirbeln;testashell;;
wirken;solmashell;;
wirklich;spoltiont;;
Wirklichkeit;spoltion;;
wirksam;solmasht;;
Wirkung;solmashem;;
wirkungsvoll;solmashembít;;
wirr;shrelpt;;
Wirt;hunchrer;;
Wirtin;hunchrin;;
Wirtschaft;hunchr;;
wischen;volchrell;'vol.chrell;
Wissen;îtion;;
wissen;îtionell;;
Wissenschaft;îtionash;;
wissenschaftlich;îtionasht;;
Witwe;drolin;dro.lin;
Witwer;drollok;drol.lok;
Witz;snîsh;;
witzig;snîsht;;
wo;qawk;;
wobei;qawkstrill;;
Woche;galk;;
Wochenende;galkcúmchr;;
Wochenendhaus;galkcúmchrtormtion;;
wodurch;qawkcoul;;
woher;qawkloud;;
wohin;qawklod;;
Wohl;cpî;;
wohl;jíd;;
wohlhabend;cpîkrellp;;
wohlig;cpît;;
wohnen;urchashell;;
Wohnfläche;urchashhawchr;;
wohnhaft;urchashfrált;;
Wohnung;urchashem;;
Wohnwagen;urchashfintion;;
Wohnzimmer;urchashfewp;;
Wolf;qosk;;
Wolke;elion;;
wolkig;eliont;;
wollen;hrell;;
womit;qawkmep;;
wonach;qawkîb;;
woran;qawkemp;;
worauf;qawkcil;;
woraus;qawktorf;;
worden;chäblat;;
worin;qawkúl;;
Wort;aqinstion;;
Wörterbuch;aqinstionssolotch;;
worüber;qawknop;;
worum;qawksew;;
worunter;qawknok;;
wovon;qawkil;;
wringen;mítershell;;
Wuchs;hîspash;;
Wucht;rution;;
wuchtig;rutiont;;
wühlen;nîmshell;;
Wunde;pratch;;
Wunder;pnalch;;
wunderbar;pnalchfe^chtiont;;
wundern;pnalchell;;
wunderschön;pnalchwelchrt;;
wundervoll;pnalchbít;;
Wunsch;galm;;
wünschen;galmell;;
Würde;slop;;
würdig;slopt;;
würdigen;slopell;;
Wurf;oution;;
Würfel;zúmash;;
würfeln;zúmashell;;
würgen;holshell;;
Wurm;prúlsk;;
Wurmloch;prúlskplox;;
Wurst;pilpok;;
Würze;belton;;
Wurzel;qolk;;
würzen;beltonell;;
würzig;beltont;;
wüst;voilasht;;
Wüste;voilash;;
wüsten;voilashell;;
Wüstenstaat;voilashkrim;;
Wüstling;voilasher;;
Wut;tauerrash;;
wüten;tauerrashell;;
wütend;tauerrashellp;;
Zacke;wîschr;;
zackig;wîschrt;;
zäh;splastiont;;
Zähigkeit;splastion;;
Zahl;sresh;;
zahlbar;chíroxfe^chtiont;;
zählbar;sretchfe^chtiont;;
zahlen;chíroxell;;
zählen;sretchell;;
Zahlendreher;sreshsplinktionil;;
Zahlenwert;sreshopchîm;;
Zählliste;sretchstroil;;
zahllos;sreshlept;;
Zählmaschine;sretchblurch;;
zahlreich;sreshnotcht;;
Zahltag;sreshroution;;
Zahlung;chíroxem;;
Zählung;sretchem;;
zahm;eylît;;
zähmen;eylîell;;
Zähmung;eylîem;;
Zahn;ätrish;;
Zahnbürste;ätrishsbnash;;
Zahnfleisch;ätrishclosh;;
Zahnpasta;ätrishsauloi;;
Zahnpastatube;ätrishsauloizolkosh;;
Zahnpaste;ätrishsauloi;;
Zahnrad;ätrishsrechr;ä.trishs.re.chr;
Zange;drelch;;
Zapfen;weskash;;
zapfen;weskashell;;
zappeln;okburnell;;
zart;mîront;;
Zauber;dewchr;;
Zauberbuch;dewchrsolotch;;
Zauberei;dewchrtrá;;
Zauberer;dewchrer;;
zaubern;dewchrell;;
Zaun;dírîm;;
Zebra;íchrsk;;
Zebrastreifen;íchrbolkash;;
Zecke;hemsk;;
Zeh;timron;;
zehn;daulder;;
Zehner;daulderem;'daul.de.rem;
zehren;tanashell;;
Zeichen;král;;
Zeichentrickfilm;králfragashbulchr;'král.fra.gash.bul.chr;
zeichnen;králell;;
Zeichnung;králem;;
zeigen;fleychell;;
Zeiger;fleychef;;
Zeile;wîlp;;
Zeit;louk;;
Zeitalter;loukfrawchr;;
zeitig;loukt;;
zeitlich;louktiont;;
Zeitlichkeit;louktion;;
zeitlos;louklept;;
Zeitlupe;loukkashk;;
Zeitschrift;louksimash;;
Zeitsprung;loukdinchrem;;
Zeitung;desvashem;;
Zeitvernichtung;loukcpatchem;;
Zeitverschwendung;louknautrishem;;
Zelle;bílash;;
Zelt;dilchr;;
zelten;dilchrell;;
zentral;toslasht;;
zentrieren;toslashell;;
Zentrum;toslash;;
zerbeißen;chukröshell;;
zerbersten;chukrîltionell;;
zerbrechen;chukchlashell;;
zerdrücken;chukploichrell;;
zerdrückt;chukploichrat;;
Zeremonie;pláschr;;
zerfleischen;chukcloshell;;
zerhacken;chuksplitchell;;
zerhackt;chuksplitchat;;
zerkauen;chuknemtionell;;
zermalmen;chuktotchell;;
zerquetschen;chukbiloushell;;
Zerquetschung;chukbiloushem;;
zerren;rétashell;;
Zerrung;rétashem;;
zerschellen;chukmorgilshell;;
zerschmettern;chuktráftionell;;
zerstören;chukmalikell;;
Zerstörung;chukmalikem;;
zerstreuen;chukfuptionell;;
Zerstreuung;chukfuptionem;;
zerstückeln;chukîfrotchell;;
Zerstückelung;chukîfrotchem;;
zertrümmern;chukbleptionell;;
Zettel;fliltion;;
Zeug;klilsh;;
Zeuge;tratchap;;
zeugen;tratchell;;
Zeugung;tratchem;;
zicken;rawkertialshell;raw.ker.'tial.shell;
zickig;rawkertialsht;;
Zickigkeit;rawkertialsh;;
Ziege;rifsk;;
Ziegel;blawch;;
ziehen;wunashell;;
Ziehung;wunashem;;
Ziehwagen;wunashfintion;;
Ziel;bash;;
zielen;bashell;;
zielstrebig;bashbílt;;
ziemlich;rispiasht;;
zieren;qalshell;;
Zigarette;corf;;
Zimmer;fewp;;
Zink;daun;;
Zinn;bíok;;
Zins;lepchr;;
Zinsen;lepchrs;;
Zirkel;haurash;;
Zirkus;tialî;;
zirpen;fipashell;;
zischen;uspashell;;
Zitrone;gîbash;;
zittern;churnashell;;
Zivilisation;neyrolm;;
zivilisiert;neyrolmt;;
zocken;flikchrell;;
zögern;rudlonell;;
Zone;cosrik;;
Zorn;alqash;;
zornig;alqasht;;
zu;kí;;
Zubehör;broinosh;;
zubereiten;kíkalchrell;;
Zubereitung;kíkalchrem;;
Zucchini;jelbing;;
Zucht;kletch;;
züchten;kletchell;;
züchtig;kletcht;;
Züchtung;kletchem;;
zucken;heshell;;
zücken;remtionell;;
Zucker;mîchr;;
Zuckung;heshem;;
zudem;kíbey;;
zudringlich;kínaroilt;;
Zudringlichkeit;kínaroil;;
zuerst;kístrup;;
Zufahrt;kíkurtion;;
Zufall;kosh;;
zufällig;kosht;;
zufrieden;vîrasht;;
Zufriedenheit;vîrash;;
Zug;shríp;;
Zug;wunchr;;
Zugabe;kíinchrír;;
Zugbrücke;wunchrtíreltion;;
zugeben;kíinchrell;;
Zügel;femchr;;
zügellos;femchrlept;;
Zügellosigkeit;femchrlep;;
zügeln;femchrell;;
zugleich;kídelvn;;
Zugriff;kítrelchír;;
zuhören;kídílashell;;
Zuhörer;kídílasher;;
zuklappen;kítripcell;;
Zukunft;sprích;;
zukünftig;sprícht;;
zulassen;kíhoulashell;;
zulässig;kíhoulasht;;
Zulassung;kíhoulashem;;
zuletzt;kícheytiont;kí.'chey.tiont;
zum;kíb;;
zumindest;kíkríntest;;
zumuten;kírafashell;;
Zumutung;kírafashem;;
zunächst;kíkurktest;;
zünden;geymchrell;;
Zündung;geymchrem;;
zunehmen;kíkrenchell;;
Zuneigung;kíkloichrem;;
Zunge;polrosh;;
zuordnen;kífîltionell;;
Zuordnung;kífîltionem;;
zupfen;nî^chrell;;
zurecht;kíwáx;;
zurück;tít;;
zurückspulen;títcikashell;;
zurückziehen;títwunashell;;
zusammen;tírít;;
Zusammenarbeit;tírítmelkurch;;
Zusammenhang;tíríteftachr;;
zusammenhängen;tíríteftashell;;
Zusatz;kíwinash;;
zusätzlich;kíwinasht;;
zuschalten;kíhîchrell;;
zuschauen;kígreyxell;;
Zuschauer;kígreyxer;;
zusperren;kíshroilell;;
Zustand;kíonchr;;
zuständig;kíonchrrasht;;
Zuständigkeit;kíonchrrash;;
zustimmen;kífralchell;;
Zustimmung;kífralchem;;
zustoßen;kídrílpell;;
Zutat;kísilf;;
Zutritt;kíneyxír;;
zuverlässig;goulchrt;;
